Cōus, i, f. |1|Cōus|Cō||
coxendix, icis, f. |5|cōxēndīx|cōxēndĭc||
crābrō, onis, m. |5|crābrō|crābrōn||
Crantor, oris, m. |5|Crāntŏr|Crāntŏr||
crāpŭla, ae, f. |0|crāpŭla|crāpŭl||
crassē, adv. |30|crāssē|||
crassĭtūdō, dinis, f. |5|crāssĭtūdō|crāssĭtūdĭn||
crassus, a, um |11|crāssus|crāss|crāssĭōr|crāssīssĭm
crastĭnus, a, um |11|crāstĭnus|crāstĭn|crāstĭnĭōr|crāstĭnīssĭm
crās, inv. |30|crās|||
Crătippus, i, m. |1|Crătīppus|Crătīpp||
crātis, is, f. |6|crātĭs|crāt||
crĕātor, oris, m. |5|crĕātŏr|crĕātōr||
crēber, bra, brum |13|crēber|crēbr|crēbrĭōr|crēbērrĭm
crēbresco, is, ere, crebui, - |19|crēbrēsco|crēbrēsc|crēbu|
crēbrē, adv. |30|crēbrē|||
crebriŏr, oris |15|crē̆brĭŏr|crē̆brĭōr|crē̆brĭōrĭōr|crē̆brĭōrīssĭm
crēbrō, adv. |30|crēbrō|||
crēdĭbĭlis, e |14|crēdĭbĭlĭs|crēdĭbĭl|crēdĭbĭlĭōr|crēdĭbīllĭm
crēdĭtast, contr. |30|crēdĭtāst|||
crēdĭtor, oris, m. |5|crēdĭtŏr|crēdĭtōr||
crēdo, is, ere, didi, ditum |19|crēdo|crēd|crēdĭd|crēdĭt
crēdŭlĭtās, atis, f. |5|crēdŭlĭtās|crēdŭlĭtāt||
crēdŭlus, a, um |11|crēdŭlus|crēdŭl|crēdŭlĭōr|crēdŭlīssĭm
crĕmo, as, are |17|crĕmo|crĕm|crĕmāv|crĕmāt
Crĕon, ontis, m. |5|Crĕon|Crĕōnt||
crĕo, as, are |17|crĕo|crĕ|crĕāv|crĕāt
Crĕpĕrēius, i, m.|1|Crĕpĕrējus|Crĕpĕrēi||
Crĕpĕrius, cf. Crepereius|1|Crĕpĕrĭus|Crĕpĕri||
crĕpĭda, ae, f. |0|crĕpĭda|crĕpĭd||
crĕpīdō, inis, f. |5|crĕpīdō|crĕpīdĭn||
crĕpĭto, as, are |17|crĕpĭto|crĕpĭt|crĕpĭtāv|crĕpĭtāt
crĕpĭtus, us, m. |9|crĕpĭtus|crĕpĭt||
crĕpo, is, ere, ui, itum |17|crĕpo|crĕp|crĕpu|crĕpĭt
crĕpuscŭlum, i, n. |4|crĕpūscŭlum|crĕpūscŭl||
cresco, is, ere, creui, cretum |19|crēsco|crēsc|crēv|crēt
crēta, ae, f. |0|crēta|crēt||
Crēta, ae, f. |0|Crēta|Crēt||
Crētensis, e |14|Crētēnsĭs|Crētēns|Crētēnsĭōr|Crētēnsīssĭm
Crētĭcus, i, m. |1|Crētĭcus|Crētĭc||
crētōsus, a, um |11|crētōsus|crētōs|crētōsĭōr|crētōsīssĭm
crīmĕn, inis, n. |7|crīmĕn|crīmĭn||
crīmĭnātĭo, ionis, f. |5|crīmĭnātĭō̆|crīmĭnātĭōn||
crīmĭnor, aris, ari, atus sum |24|crīmĭnor|crīmĭn||crīmĭnāt
crīmĭnōsus, a, um |11|crīmĭnōsus|crīmĭnōs|crīmĭnōsĭōr|crīmĭnōsīssĭm
crīnis, is, m. |6|crīnĭs|crīn||
crīnītus, a, um |11|crīnītus|crīnīt|crīnītĭōr|crīnītīssĭm
Crispīnus, i, m. |1|Crīspīnus|Crīspīn||
Crispus, i, m. |1|Crīspus|Crīsp||
Crĭtŏlāus, i, m. |1|Crĭtŏlāus|Crĭtŏlā||
Crixus, i, m. |1|Crīxus|Crīx||
crŏcĕus, a, um |11|crŏcĕus|crŏcĕ|crŏcĕĭōr|crŏcĕīssĭm
crŏcŏdīlus, i, m. |1|crŏcŏdīlus|crŏcŏdīl||
Croesus, i, m. |1|Crōesus|Crōes||
Crŏtōnĭensis, e |14|Crŏtōnĭēnsĭs|Crŏtōnĭēns|Crŏtōnĭēnsĭōr|Crŏtōnĭēnsīssĭm
crŭcĭātus, us, m. |9|crŭcĭātus|crŭcĭāt||
crŭcĭo, as, are |17|crŭcĭo|crŭcĭ|crŭcĭāv|crŭcĭāt
crūdēlis, e |14|crūdēlĭs|crūdēl|crūdēlĭōr|crūdīllĭm
crūdēlĭtās, atis, f. |5|crūdēlĭtās|crūdēlĭtāt||
crūdus, a, um |11|crūdus|crūd|crūdĭōr|crūdīssĭm
crŭento, as, are |17|crŭēnto|crŭēnt|crŭēntāv|crŭēntāt
crŭentus, a, um |11|crŭēntus|crŭēnt|crŭēntĭōr|crŭēntīssĭm
crŭmīna, ae, f. |0|crŭmīna|crŭmīn||
crŭor, oris, m. |5|crŭŏr|crŭōr||
crustallum, i, n. |4|crūstāllum|crūstāll||
crustŭlārĭus, i, m. |1|crūstŭlārĭus|crūstŭlārĭ||
crustŭlum, i, n. |4|crūstŭlum|crūstŭl||
crustum, i, n. |4|crūstum|crūst||
crūs, cruris, n. |7|crūs|crūr||
crux, crucis, f. |5|crūx|crŭc||
crystallĭnum, i, n. |4|crȳstāllĭnum|crȳstāllĭn||
cŭbĭcŭlāris, e |14|cŭbĭcŭlārĭs|cŭbĭcŭlār|cŭbĭcŭlārĭōr|cŭbĭcŭlārīssĭm
cŭbĭcŭlārĭus, ii, m. |1|cŭbĭcŭlārĭus|cŭbĭcŭlārĭ||
cŭbĭcŭlum, i, n. |4|cŭbĭcŭlum|cŭbĭcŭl||
cŭbīle, is, n. |8|cŭbīlĕ|cŭbīl||
cŭbĭto, as, are |17|cŭbĭto|cŭbĭt|cŭbĭtāv|cŭbĭtāt
cŭbĭtum, i, n. |4|cŭbĭtum|cŭbĭt||
cŭbĭtus, i, m. |1|cŭbĭtus|cŭbĭt||
cŭbo, as, are |17|cŭbo|cŭb|cŭbŭ|cŭbĭt
cŭcullus, i, m |1|cŭcūllus|cŭcūll||
cŭcūlus, i, m |1|cŭcūlus|cŭcūl||
cŭcurbĭta, ae, f. |0|cŭcūrbĭta|cŭcūrbĭt||
cūdo, is, ere, cudi, cusum |19|cūdo|cūd|cūd|cūs
cŭīlĭbet, datif de quilibet |29|cŭīlĭbet|||
cūjas, atis |5|cūjas|cūjāt||
culcĭta, ae, f. |0|cūlcĭta|cūlcĭt||
cŭlex, icis, m. |5|cŭlēx|cŭlĭc||
cullĕus, i, m. |1|cūllĕus|cūllĕ||
culmĕn, inis, n. |7|cūlmĕn|cūlmĭn||
culmus, i, m. |1|cūlmus|cūlm||
culpa, ae, f. |0|cūlpa|cūlp||
culpo, as, are |17|cūlpo|cūlp|cūlpāv|cūlpāt
cultellus, i, m. |1|cūltēllus|cūltēll||
culter, tri, m. |3|cūlter|cūlt||
cultor, oris, m. |5|cūltŏr|cūltōr||
cultus, a, um |11|cūltus|cūlt|cūltĭōr|cūltīssĭm
cultus, us, m. |9|cūltus|cūlt||
Cūmae, arum, f. |0|Cūmāe|Cūm||
Cūmānus, a, um |11|Cūmānus|Cūmān|Cūmānĭōr|Cūmānīssĭm
Cūma, cf. Cumae|0|Cūma|Cūm||
cumba, ae, f. |0|cūmba|cūmb||
cŭmīnum, i, n. |4|cŭmīnum|cŭmīn||
cŭmŭlātē, adv. |30|cŭmŭlātē|||
cŭmŭlo, as, are |17|cŭmŭlo|cŭmŭl|cŭmŭlāv|cŭmŭlāt
cŭmŭlus, i, m. |1|cŭmŭlus|cŭmŭl||
cum, inv. |30|cŭm|||
cūnābŭla, orum, n. |4|cūnābŭla|cūnābŭl||
cūnābŭlum, cf. cunabula|4|cūnābŭlum|cūnābŭl||
cūnae, arum, f. |0|cūnāe|cūn||
cūna, arum, f. |0|cūna|cūn||
cunctābundus, a, um |11|cūnctābūndus|cūnctābūnd|cūnctābūndĭōr|cūnctābūndīssĭm
cunctanter, adv. |30|cūnctāntĕr|||
cunctātĭo, ionis, f. |5|cūnctātĭō̆|cūnctātĭōn||
cuncti, ae, a |11|cūncti|cūnct|cūncĭōr|cūncīssĭm
cunctor, aris, ari |24|cūnctor|cūnct||cūnctāt
cunctus, cf. cuncti|11|cūnctus|cūnct|cūnctĭōr|cūnctīssĭm
cŭnĕātim, adv. |30|cŭnĕātĭm|||
cŭnĕus, i, m. |1|cŭnĕus|cŭnĕ||
cunnus, i, m. |1|cūnnus|cūnn||
cŭpĭdē, adv. |30|cŭpĭdē|||
cŭpĭdĭtās, atis, f. |5|cŭpĭdĭtās|cŭpĭdĭtāt||
cŭpīdō, dinis, m. |5|cŭpīdō|cŭpīdĭn||
cŭpĭdus, a, um |11|cŭpĭdus|cŭpĭd|cŭpĭdĭōr|cŭpĭdīssĭm
cŭpĭo, is, ere, i(u)i, itum |20|cŭpĭo|cŭp|cŭpĭ, cūpīv|cŭpīt
cupressus, i, f. |1|cū̆prēssus|cū̆prēss||
cūrātĭo, ionis, f. |5|cūrātĭō̆|cūrātĭōn||
cūrātor, oris, m. |5|cūrātŏr|cūrātōr||
cūra, ae, f. |0|cūra|cūr||
Cŭres, ium, m. |6|Cŭrĕs|Cŭr||
Cūriātius, i, m. |1|Cūrĭātĭus|Cūrĭāti||
cūrĭātus, a, um |11|cūrĭātus|cūrĭāt|cūrĭātĭōr|cūrĭātīssĭm
cūrĭa, ae, f. |0|cūrĭa|cūrĭ||
cūrĭŏsē, adv. |30|cūrĭŏsē|||
cūrĭōsĭtās, atis, f. |5|cūrĭōsĭtās|cūrĭōsĭtāt||
cūrĭōsus, a, um |11|cūrĭōsus|cūrĭōs|cūrĭōsĭōr|cūrĭōsīssĭm
Cŭrĭus, i, m. |1|Cŭrĭus|Cŭrĭ||
cūro, as, are |17|cūro|cūr|cūrāv|cūrāt
currĭcŭlum, i, n. |4|cūrrĭcŭlum|cūrrĭcŭl||
curro, is, ere, cucurri, cursum |19|cūrro|cūrr|cŭcūrr|
currus, us, m. |9|cūrrus|cūrr||
cursim, adv. |30|cūrsĭm|||
cursor, oris, m. |5|cūrsŏr|cūrsōr||
curso, as, are |17|cūrso|cūrs|cūrsāv|cūrsāt
cursūra, ae, f. |0|cūrsūra|cūrsūr||
cursus, us, m. |9|cūrsus|cūrs||
cŭrūlis, e |14|cŭrūlĭs|cŭrūl|cŭrūlĭōr|cŭrīllĭm
curvāmĕn, minis, n. |7|cūrvāmĕn|cūrvāmĭn||
curvo, as, are |17|cūrvo|cūrv|cūrvāv|cūrvāt
curvus, a, um |11|cūrvus|cūrv|cūrvĭōr|cūrvīssĭm
cūr, adv. |30|cūr|||
cuspis, idis, f. |5|cūspĭs|cūspĭd||
Cuspĭus, ii, m. |1|Cūspĭus|Cūspĭ||
custōdēla, ae |0|cūstōdēla|cūstōdēl||
custōdĭa, ae, f. |0|cūstōdĭa|cūstōdĭ||
custōdĭo, is, ire, iui ou ii, itum |21|cūstōdĭo|cūstōd|cūstōdīv, cūstōdi|cūstōdĭt
custos, odis, m. |5|cūstos|cūstōd||
Cusus, i, m. |1|Cusus|Cus||
cŭtīcŭla, ae, f. |0|cŭtīcŭla|cŭtīcŭl||
cŭtis, is, f. |6|cŭtĭs|cŭt||
Cȳclădes, um, f. |5|Cȳclădĕs|Cȳclăd||
Cȳ̆clops, opis, m. |5|Cȳ̆clōps|Cȳ̆clōp||
cȳcnēus, a, um |11|cȳcnēus|cȳcnē|cȳcnēĭōr|cȳcnēīssĭm
cȳ̆cnus, i, m. |1|cȳ̆cnus|cȳ̆cn||
cўlindrus, i, m. |1|cўlīndrus|cўlīndr||
cymbălum, i, n. |4|cȳmbălum|cȳmbăl||
Cўnĭcus, a, um |11|Cўnĭcus|Cўnĭc|Cўnĭcĭōr|Cўnĭcīssĭm
Cynthĭa, ae, f. |0|Cȳnthĭa|Cȳnthĭ||
Cyprĭus, a, um |11|Cȳ̆prĭus|Cȳ̆prĭ|Cȳ̆prĭĭōr|Cȳ̆prĭīssĭm
Cȳrēnae, arum |0|Cȳrēnāe|Cȳrēn||
Cȳrēna, cf. Cyrenae|0|Cȳrēna|Cȳrēn||
Cyrrhus, i, f |1|Cȳrrhus|Cȳrrh||
Cyrrus, cf. Cyrrhus|1|Cȳrrus|Cȳrr||
Cȳrus, i, m. |1|Cȳrus|Cȳr||
Cўthēra, orum, n. |4|Cўthēra|Cўthēr||
Cўthĕrēus, a, um |11|Cўthĕrēus|Cўthĕrē|Cўthĕrēĭōr|Cўthĕrēīssĭm
Cўthĕrum, orum, n. |4|Cўthĕrum|Cўthĕr||
Cȳzĭcus, i, m. |1|Cȳzĭcus|Cȳzĭc||
C, inv. |30|C|||
Daedălus, i, m. |1|Dāedălus|Dāedăl||
Dăhae, arum, f. |0|Dăhāe|Dăh||
Dăhă, cf. Dahae|0|Dăhă|Dăh||
Dalmătia, ae, f. |0|Dālmătĭa|Dālmăti||
Dămascus, a, um |11|Dămāscus|Dămāsc|Dămāscĭōr|Dămāscīssĭm
Dămăsippus, i, m. |1|Dămăsīppus|Dămăsīpp||
damnātĭo, ionis, f. |5|dāmnātĭō̆|dāmnātĭōn||
damnōsus, a, um |11|dāmnōsus|dāmnōs|dāmnōsĭōr|dāmnōsīssĭm
damno, as, are |17|dāmno|dāmn|dāmnāv|dāmnāt
damnum, i, n. |4|dāmnum|dāmn||
Dănăi, orum |1|Dănăi|Dănă||
Dănăus, cf. Danai|1|Dănăus|Dănă||
Dānŭvĭus, i, m. |1|Dānŭvĭus|Dānŭvĭ||
daps, dapis, f. |5|dāps|dăp||
Dardănia, ae, f. |0|Dārdănĭa|Dārdăni||
Dardănĭdes, ae, m. |0|Dārdănĭdes|Dārdănĭd||
Dardănius, a, um |11|Dārdănĭus|Dārdăni|Dārdănĭĭōr|Dārdănĭīssĭm
Dardănus, a, um |11|Dārdănus|Dārdăn|Dārdănĭōr|Dārdănīssĭm
Dārīus, i, m. |1|Dārīus|Dārī||
dătast, contr. |30|dătāst|||
dătĭo, ionis, f. |5|dătĭō̆|dătĭōn||
Daunus, i, m. |1|Dāunus|Dāun||
dĕambŭlo, as, are |17|dĕāmbŭlo|dĕāmbŭl|dĕāmbŭlāv|dĕāmbŭlāt
dĕarmo, as, are |17|dĕārmo|dĕārm|dĕārmāv|dĕārmāt
dĕa, ae, f. |0|dĕa|dĕ||
dēbello, as, are |17|dēbēllo|dēbēll|dēbēllāv|dēbēllāt
dēbĕo, es, ere, ui, itum |18|dēbĕo|dēb|dēbŭ|dēbĭt
dēbĭlis, e |14|dēbĭlĭs|dēbĭl|dēbĭlĭōr|dēbīllĭm
dēbĭlĭtās, atis, f. |5|dēbĭlĭtās|dēbĭlĭtāt||
dēbĭlĭto, as, are |17|dēbĭlĭto|dēbĭlĭt|dēbĭlĭtāv|dēbĭlĭtāt
dēbĭtor, oris, m. |5|dēbĭtŏr|dēbĭtōr||
dēcanto, as, are |17|dēcānto|dēcānt|dēcāntāv|dēcāntāt
dēcēdo, is, ere, cessi, cessum |19|dēcēdo|dēcēd|dēcēss|dēcēss
dĕcemver, cf. decemuir|2|dĕcēmvĕr|dĕcēmvĕr||
dĕcemvĭrālis, e |14|dĕcēmvĭrālĭs|dĕcēmvĭrāl|dĕcēmvĭrālĭōr|dĕcēmvĭrīllĭm
dĕcemvir, iri, m. |2|dĕcēmvĭr|dĕcēmvĭr||
dĕcem, adj. num. |30|dĕcĕm|||
dĕcennĭum, i, n. |4|dĕcēnnĭum|dĕcēnnĭ||
dĕcens, entis |14|dĕcēns|dĕcēnt|dĕcēntĭōr|dĕcēntīssĭm
dĕcentĭŭs, adv. |30|dĕcēntĭŭs|||
dĕceo, cf. decet|18|dĕcĕo|dĕc|dĕcu|
dēcerno, is, ere, creui, cretum |19|dēcērno|dēcērn|dēcrēv|dēcrēt
dēcerpo, is, ere, decerpsi, decerptum |19|dēcērpo|dēcērp|dēcērps|dēcērpt
dēcerto, as, are |17|dēcērto|dēcērt|dēcērtāv|dēcērtāt
dēcessĭo, onis, f. |5|dēcēssĭō̆|dēcēssĭōn||
dēcessus, us, m. |9|dēcēssus|dēcēss||
dĕcet, imp. |18|dĕcet|dĕc||
Dĕcĭānus, i, m. |1|Dĕcĭānus|Dĕcĭān||
dēcīdo, is, ere, cidi, cisum |19|dēcīdo|dēcīd|dēcīd|dēcīs
dēcĭdŭus, a, um |11|dēcĭdŭus|dēcĭdŭ|dēcĭdŭĭōr|dēcĭdŭīssĭm
dĕcĭens, cf. decies|30|dĕcĭēns|||
dĕcĭēs, et deciens, inv. |30|dĕcĭēs|||
dĕcĭmus, a, um |11|dĕcĭmus|dĕcĭm|dĕcĭmĭōr|dĕcĭmīssĭm
dēcĭpĭo, is, ere, cepi, ceptum |20|dēcĭpĭo|dēcĭp|dēcēp|dēcēpt
Dĕcius, ii, m. |1|Dĕcĭus|Dĕci||
dēclāmātĭo, ionis, f. |5|dēclāmātĭō̆|dēclāmātĭōn||
dēclāmo, as, are |17|dēclāmo|dēclām|dēclāmāv|dēclāmāt
dēclāro, as, are |17|dēclāro|dēclār|dēclārāv|dēclārāt
dēclīnātĭo, onis, f. |5|dēclīnātĭō̆|dēclīnātĭōn||
dēclīno, as, are |17|dēclīno|dēclīn|dēclīnāv|dēclīnāt
dēclīvis, e |14|dēclīvĭs|dēclīv|dēclīvĭōr|dēclīvīssĭm
dēcollo, as, are |17|dēcōllo|dēcōll|dēcōllāv|dēcōllāt
dēcŏquo, is, ere, coxi, coctum |19|dēcŏquo|dēcŏqu|dēcōx|dēcōct
dĕcŏrĭter, adv. |30|dĕcŏrĭtĕr|||
dĕcŏro, as, are |17|dĕcŏro|dĕcŏr|dĕcŏrāv|dĕcŏrāt
dĕcōrus, a, um |11|dĕcōrus|dĕcōr|dĕcōrĭōr|dĕcōrīssĭm
dĕcor, oris, m. |5|dĕcŏr|dĕcōr||
dēcrētum, i, n. |4|dēcrētum|dēcrēt||
dĕcŭmānus, a, um |11|dĕcŭmānus|dĕcŭmān|dĕcŭmānĭōr|dĕcŭmānīssĭm
dēcumbo, as, are, cubui, cubitum |17|dēcūmbo|dēcūmb|dēcŭbu|dēcŭbĭt
dĕcŭmus, a, um |11|dĕcŭmus|dĕcŭm|dĕcŭmĭōr|dĕcŭmīssĭm
dĕcŭrĭa, ae, f. |0|dĕcŭrĭa|dĕcŭrĭ||
dĕcŭrĭo, onis, m. |5|dĕcŭrĭō̆|dĕcŭrĭōn||
dēcurro, is, ere, curri, cursum |19|dēcūrro|dēcūrr|dēcūrr|dēcūrs
dēcursus, us, m. |9|dēcūrsus|dēcūrs||
dĕcus, oris, n. |7|dĕcŭs|dĕcŏr||
dēcŭtĭo, is, ere, cussi, cussum |20|dēcŭtĭo|dēcŭt|dēcūss|dēcūss
dēdĕceo, cf. dedecet|18|dēdĕcĕo|dēdĕc|dēdĕcu|
dēdĕcet, dedecere, dedecui, impers. |18|dēdĕcet|dēdĕc|dēdĕcu|
dēdĕcŏro, as, are |17|dēdĕcŏro|dēdĕcŏr|dēdĕcŏrāv|dēdĕcŏrāt
dēdĕcus, oris, n. |7|dēdĕcŭs|dēdĕcŏr||
dēdĭcātĭo, ionis, f. |5|dēdĭcātĭō̆|dēdĭcātĭōn||
dēdĭco, as, are |17|dēdĭco|dēdĭc|dēdĭcāv|dēdĭcāt
dēdignor, aris, ari |24|dēdīgnor|dēdīgn||dēdīgnāt
dēdisco, is, ere, dedidici, - |19|dēdīsco|dēdīsc|dēdĭdĭc|
dēdĭtīcius, a, um |11|dēdĭtīcĭus|dēdĭtīci|dēdĭtīcĭĭōr|dēdĭtīcĭīssĭm
dēdĭtĭo, onis, f. |5|dēdĭtĭō̆|dēdĭtĭōn||
dēdĭtus, a, um |11|dēdĭtus|dēdĭt|dēdĭtĭōr|dēdĭtīssĭm
dēdŏlo, as, are |17|dēdŏlo|dēdŏl|dēdŏlāv|dēdŏlāt
dēdo, is, ere, dedidi, deditum |19|dēdo|dēd|dēdĭd|dēdĭt
dēdūco, is, ere, duxi, ductum |19|dēdūco|dēdūc|dēdūx|dēdūct
dēductĭo, onis, f. |5|dēdūctĭō̆|dēdūctĭōn||
dēductor, oris, m. |5|dēdūctŏr|dēdūctōr||
dēfaecābĭlis, e |14|dēfāecābĭlĭs|dēfāecābĭl|dēfāecābĭlĭōr|dēfāecābīllĭm
dēfătīgo, as, are |17|dēfătīgo|dēfătīg|dēfătīgāv|dēfătīgāt
dēfectĭo, ionis, f. |5|dēfēctĭō̆|dēfēctĭōn||
dēfector, oris, m. |5|dēfēctŏr|dēfēctōr||
dēfendo, is, ere, fendi, fensum |19|dēfēndo|dēfēnd|dēfēnd|dēfēns
dēfensĭo, ionis, f. |5|dēfēnsĭō̆|dēfēnsĭōn||
dēfensor, oris, m. |5|dēfēnsŏr|dēfēnsōr||
dēfenso, as, are |17|dēfēnso|dēfēns|dēfēnsāv|dēfēnsāt
dēfĕro, fers, ferre, tuli, latum |19|dēfĕro|dēfĕr|dētŭl|dēlāt
dēfervesco, is, ere, ferui ou ferbui, - |19|dēfērvēsco|dēfērvēsc|dēfērvu, dēfērbu|
dēfessus, a, um |11|dēfēssus|dēfēss|dēfēssĭōr|dēfēssīssĭm
dēfĕtīgo, as, are |17|dēfĕtīgo|dēfĕtīg|dēfĕtīgāv|dēfĕtīgāt
dēfĭcĭo, is, ere, feci, fectum |20|dēfĭcĭo|dēfĭc|dēfēc|dēfēct
dēfīgo, is, ere, defixi, defixum |19|dēfīgo|dēfīg|dēfīx|dēfīx
dēfīnĭo, is, ire, iui, itum |21|dēfīnĭo|dēfīn|dēfīnīv|dēfīnīt
dēfīnītĭo, onis, f. |5|dēfīnītĭō̆|dēfīnītĭōn||
dēflagro, as, are |17|dēflā̆gro|dēflā̆gr|dēflā̆grāv|dēflā̆grāt
dēflammo, as, are |17|dēflāmmo|dēflāmm|dēflāmmāv|dēflāmmāt
dēflecto, is, ere, flexi, flexum |19|dēflēcto|dēflēct|dēflēx|dēflēx
dēflĕo, es, ere, eui, etum |18|dēflĕo|dēfl|dēflēv|dēflēt
dēflŭo, is, ere, fluxi, fluctum |19|dēflŭo|dēflŭ|dēflūx|dē̆flūct
dēfŏdĭo, is, ere, fodi, fossum |20|dēfŏdĭo|dēfŏd|dēfōd|dēfōss
dēformis, e |14|dēfōrmĭs|dēfōrm|dēfōrmĭōr|dēfōrmīssĭm
dēformĭtās, atis, f. |5|dēfōrmĭtās|dēfōrmĭtāt||
dēformo, as, are |17|dēfōrmo|dēfōrm|dēfōrmāv|dēfōrmāt
dēfringo, is, ere, fregi, fractum |19|dēfrīngo|dēfrīng|dēfrēg|dēfrāct
defrītum, i, n. |4|dē̆frītum|dē̆frīt||
dēfrŭtum, cf. defritum|4|dēfrŭtum|dēfrŭt||
dēfungor, eris, i, functus sum |26|dēfūngor|dēfūng||dēfūnct
dēgĕnĕro, as, are |17|dēgĕnĕro|dēgĕnĕr|dēgĕnĕrāv|dēgĕnĕrāt
dēgĕnĕr, eneris |15|dēgĕnĕr|dēgĕnĕr|dēgĕnĕrĭōr|dēgĕnĕrrĭm
dēgo, is, ere |19|dēgo|dēg||
dēgrăvo, as, are |17|dēgrăvo|dēgrăv|dēgrăvāv|dēgrăvāt
dēgrĕdĭor, eris, i, gressus sum |27|dēgrĕdĭor|dēgrĕd||dēgrēss
dĕhinc, adv. |30|dĕhīnc|||
dĕhisco, is, ere |19|dĕhīsco|dĕhīsc||
dĕhŏnestāmentum, i, n. |4|dĕhŏnēstāmēntum|dĕhŏnēstāmēnt||
dĕhŏnesto, as, are |17|dĕhŏnēsto|dĕhŏnēst|dĕhŏnēstāv|dĕhŏnēstāt
dēĭcĭo, is, ere, ieci, iectum |20|dēĭcĭo|dēĭc|dējēc|dējēct
dĕinceps, adv. |30|dĕīncēps|||
dĕindĕ, adv. |30|dĕīndĕ|||
dein, inv. = deinde |30|dĕin|||
dējĕro, as, are |17|dējĕro|dējĕr|dējĕrāv|dējĕrāt
dēlābor, beris, bi, lapsus sum |26|dēlābor|dēlāb||dēlāps
dēlasso, as, are |17|dēlāsso|dēlāss|dēlāssāv|dēlāssāt
dēlātor, oris, m. |5|dēlātŏr|dēlātōr||
dēlectātĭo, onis, f. |5|dēlēctātĭō̆|dēlēctātĭōn||
dēlecto, as, are |17|dēlēcto|dēlēct|dēlēctāv|dēlēctāt
dēlectus, us, m. |9|dēlēctus|dēlēct||
dēlēgo, as, are |17|dēlēgo|dēlēg|dēlēgāv|dēlēgāt
dēlēnīmentum, i, n. |4|dēlēnīmēntum|dēlēnīmēnt||
dēlĕo, es, ere, evi, etum |18|dēlĕo|dēl|dēlēv|dēlēt
dēlērus, cf. delirus|11|dēlērus|dēlēr|dēlērĭōr|dēlērīssĭm
delfin, inis, m. |5|dēlfin|dēlfĭn||
Dēlĭăcus, a, um |11|Dēlĭăcus|Dēlĭăc|Dēlĭăcĭōr|Dēlĭăcīssĭm
dēlībĕrātĭo, onis, f. |5|dēlībĕrātĭō̆|dēlībĕrātĭōn||
dēlībĕro, as, are |17|dēlībĕro|dēlībĕr|dēlībĕrāv|dēlībĕrāt
dēlībo, as, are |17|dēlībo|dēlīb|dēlībāv|dēlībāt
dēlĭcātus, a, um |11|dēlĭcātus|dēlĭcāt|dēlĭcātĭōr|dēlĭcātīssĭm
dēlĭcĭae, arum, f. pl. |0|dēlĭcĭāe|dēlĭcĭ||
dēlĭcĭa, cf. deliciae|0|dēlĭcĭa|dēlĭcĭ||
dēlĭcĭŏlae, arum |0|dēlĭcĭŏlāe|dēlĭcĭŏl||
dēlĭcĭŏla, cf. deliciolae|0|dēlĭcĭŏla|dēlĭcĭŏl||
dēlictum, i, n. |4|dēlīctum|dēlīct||
dēlĭgo, as, are |17|dēlĭgo|dēlĭg|dēlĭgāv|dēlĭgāt
dēlĭgo, is, ere, legi, lectum |19|dēlĭgo|dēlĭg|dēlēg|dēlēct
dēlĭno, is, ere, -, itum |19|dēlĭno|dēlĭn||dēlĭt
dēlinquo, is, ere, liqui, lictum |19|dēlīnquo|dēlīnqu|dēlīqu|dēlīct
dēlīrātĭo, onis, f. |5|dēlīrātĭō̆|dēlīrātĭōn||
dēlīro, as, are |17|dēlīro|dēlīr|dēlīrāv|dēlīrāt
dēlīrus, a, um |11|dēlīrus|dēlīr|dēlīrĭōr|dēlīrīssĭm
dēlĭtesco, is, ere, litui, - |19|dēlĭtēsco|dēlĭtēsc|dēlĭtu|
dēlĭtisco, cf. delitesco|19|dēlĭtīsco|dēlĭtīsc|dēlĭtu|
Dēlĭus, a, um |11|Dēlĭus|Dēlĭ|Dēlĭĭōr|Dēlĭīssĭm
Delphĭcus, a, um |11|Dēlphĭcus|Dēlphĭc|Dēlphĭcĭōr|Dēlphĭcīssĭm
delphīnus, i, m. |1|dēlphīnus|dēlphīn||
delphīn, inis, m. |5|dēlphīn|dēlphīn||
Delphi, orum, m. |1|Dēlphi|Dēlph||
Delphus, cf. Delphi|1|Dēlphus|Dēlph||
delta, ae, f. |0|dēlta|dēlt||
dēlūbrum, i, n. |4|dēlūbrum|dēlūbr||
dēmāno, as, are |17|dēmāno|dēmān|dēmānāv|dēmānāt
Dēmărāthus, cf. Demaratus|1|Dēmărāthus|Dēmărāth||
Dēmărātus, i, m. |1|Dēmărātus|Dēmărāt||
dēmĕācŭlum, i, n. |4|dēmĕācŭlum|dēmĕācŭl||
dēmens, entis |14|dēmēns|dēmēnt|dēmēntĭōr|dēmēntīssĭm
dēmentĭa, ae, f. |0|dēmēntĭa|dēmēntĭ||
dēmĕo, as, are |17|dēmĕo|dēmĕ|dēmĕāv|dēmĕāt
dēmĕrĕo, es, ere, merui, meritum |18|dēmĕrĕo|dēmĕr|dēmĕrŭ|dēmĕrĭt
dēmergo, is, ere, mersi, mersum |19|dēmērgo|dēmērg|dēmērs|dēmērs
dēmēto, is, ere, messui, messum |19|dēmēto|dēmēt|dēmēssu|dēmēss
